Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP32 GFLOPS,FP64 GFLOPS,Performance
ATI Mobility Radeon X1600,GPU,2006,90.0,81.0,150.0,157.0,450,TSMC,ATI,2135.0,364.0,Low
NVIDIA GeForce Go 7400,GPU,2006,90.0,81.0,81.0,112.0,450,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce Go 7700,GPU,2006,90.0,81.0,125.0,177.0,450,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA Quadro NVS 510M,GPU,2006,90.0,35.0,196.0,278.0,450,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7300 LE,GPU,2006,90.0,81.0,81.0,112.0,450,TSMC,NVIDIA,2135.0,364.0,Low
ATI Mobility Radeon X1800,GPU,2006,90.0,81.0,288.0,321.0,450,TSMC,ATI,2135.0,364.0,Low
NVIDIA GeForce 7350 LE,GPU,2006,90.0,81.0,81.0,112.0,450,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7300 GS,GPU,2006,90.0,23.0,81.0,112.0,450,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7650 GS,GPU,2006,90.0,81.0,125.0,177.0,450,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7200 GS,GPU,2006,90.0,81.0,81.0,112.0,450,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7900 GS AGP,GPU,2006,90.0,65.0,196.0,278.0,450,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce Go 7200,GPU,2006,90.0,81.0,81.0,112.0,450,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7300 SE,GPU,2006,90.0,81.0,81.0,112.0,450,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA Quadro NVS 120M,GPU,2006,90.0,10.0,81.0,112.0,450,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA Quadro FX 350M,GPU,2006,90.0,15.0,81.0,112.0,450,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce Go 7400T,GPU,2006,90.0,81.0,81.0,112.0,450,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce Go 7600,GPU,2006,90.0,81.0,125.0,177.0,450,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce Go 7400,GPU,2006,90.0,81.0,81.0,112.0,450,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA Quadro FX 3500,GPU,2006,90.0,80.0,196.0,278.0,450,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7900 GT,GPU,2006,90.0,48.0,196.0,278.0,450,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7300 GS Low Profile,GPU,2006,90.0,23.0,81.0,112.0,450,TSMC,NVIDIA,2135.0,364.0,Low
ATI Mobility Radeon X1400,GPU,2006,90.0,81.0,100.0,107.0,445,TSMC,ATI,2135.0,364.0,Low
NVIDIA Quadro FX 4500 SDI,GPU,2006,110.0,116.0,333.0,302.0,430,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7050 SE + nForce 630a,GPU,2006,90.0,81.0,81.0,112.0,425,Unknown,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7025 + nForce 630a,GPU,2006,90.0,81.0,81.0,112.0,425,Unknown,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7800 GS 20Pipes AGP,GPU,2006,110.0,75.0,333.0,302.0,425,TSMC,NVIDIA,2135.0,364.0,Low
ATI Mobility FireGL V5200,GPU,2006,90.0,81.0,150.0,157.0,425,TSMC,ATI,2135.0,364.0,Low
NVIDIA GeForce 7800 GS+ 24Pipes AGP,GPU,2006,90.0,75.0,196.0,278.0,425,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7800 GS+ 20Pipes AGP,GPU,2006,90.0,75.0,196.0,278.0,425,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7025 + nForce 630a,GPU,2006,90.0,81.0,81.0,112.0,425,Unknown,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7050 + nForce 630a,GPU,2006,90.0,81.0,81.0,112.0,425,Unknown,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce Go 6150 + nForce Go 430,GPU,2006,90.0,81.0,188.0,1930.0,425,Unknown,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7050 PV + nForce 630a,GPU,2006,90.0,81.0,81.0,112.0,425,Unknown,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7800 GS 24Pipes AGP,GPU,2006,110.0,75.0,333.0,302.0,425,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7025 + nForce 630a,GPU,2006,90.0,81.0,81.0,112.0,425,Unknown,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce Go 6100 + nForce Go 430,GPU,2006,90.0,81.0,188.0,1930.0,425,Unknown,NVIDIA,2135.0,364.0,Low
ATI Mobility Radeon X1350,GPU,2006,80.0,81.0,100.0,107.0,419,UMC,ATI,2135.0,364.0,Low
NVIDIA GeForce Go 6400,GPU,2006,110.0,81.0,110.0,75.0,400,TSMC,NVIDIA,2135.0,364.0,Low
ATI Radeon Xpress 1150 Mobile IGP,GPU,2006,110.0,81.0,73.0,1930.0,400,Unknown,ATI,2135.0,364.0,Low
Intel GMA 3000,GPU,2006,90.0,13.0,188.0,1930.0,400,Intel,Intel,2135.0,364.0,Low
NVIDIA GeForce 7600 LE,GPU,2006,90.0,81.0,125.0,177.0,400,TSMC,NVIDIA,2135.0,364.0,Low
ATI Radeon X1050,GPU,2006,110.0,24.0,74.0,107.0,400,TSMC,ATI,2135.0,364.0,Low
NVIDIA GeForce Go 6250,GPU,2006,110.0,10.0,110.0,75.0,400,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce Go 7800,GPU,2006,110.0,35.0,333.0,302.0,400,TSMC,NVIDIA,2135.0,364.0,Low
Intel GMA 3000,GPU,2006,90.0,13.0,188.0,1930.0,400,Intel,Intel,2135.0,364.0,Low
NVIDIA GeForce 7600 GS AGP,GPU,2006,90.0,27.0,125.0,177.0,400,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7600 GS,GPU,2006,90.0,27.0,125.0,177.0,400,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7800 GS AGP,GPU,2006,110.0,75.0,333.0,302.0,375,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7800 GS+ AGP,GPU,2006,90.0,75.0,196.0,278.0,375,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA Quadro FX 1500M,GPU,2006,90.0,45.0,196.0,278.0,375,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce Go 7900 GS,GPU,2006,90.0,20.0,196.0,278.0,375,TSMC,NVIDIA,2135.0,364.0,Low
ATI Mobility Radeon X1350,GPU,2006,80.0,81.0,100.0,107.0,371,UMC,ATI,2135.0,364.0,Low
NVIDIA Quadro FX 550,GPU,2006,110.0,30.0,154.0,146.0,360,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce Go 7900 SE,GPU,2006,90.0,20.0,125.0,177.0,350,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7300 GT AGP,GPU,2006,90.0,24.0,125.0,177.0,350,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7300 GT,GPU,2006,90.0,24.0,125.0,177.0,350,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7300 GT Mac Edition,GPU,2006,90.0,24.0,125.0,177.0,350,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA Quadro FX 560,GPU,2006,90.0,30.0,125.0,177.0,350,TSMC,NVIDIA,2135.0,364.0,Low
ATI Mobility Radeon X1300,GPU,2006,90.0,81.0,100.0,107.0,350,TSMC,ATI,2135.0,364.0,Low
NVIDIA GeForce Go 7300,GPU,2006,90.0,81.0,81.0,112.0,350,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7000M + nForce 610M,GPU,2006,90.0,81.0,81.0,112.0,350,Unknown,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce 7100 GS,GPU,2006,110.0,81.0,110.0,75.0,350,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce Go 7300T,GPU,2006,90.0,81.0,81.0,112.0,350,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA Quadro FX 1500,GPU,2006,90.0,65.0,196.0,278.0,325,TSMC,NVIDIA,2135.0,364.0,Low
ATI Radeon X300 SE HyperMemory,GPU,2006,110.0,30.0,74.0,107.0,325,TSMC,ATI,2135.0,364.0,Low
ATI FireMV 2200,GPU,2006,110.0,15.0,74.0,107.0,324,TSMC,ATI,2135.0,364.0,Low
NVIDIA GeForce Go 7450,GPU,2006,90.0,81.0,81.0,112.0,300,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA Quadro NVS 110M,GPU,2006,90.0,10.0,81.0,112.0,300,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA GeForce Go 6200,GPU,2006,110.0,16.0,110.0,75.0,300,TSMC,NVIDIA,2135.0,364.0,Low
NVIDIA Quadro NVS 285,GPU,2006,110.0,18.0,110.0,75.0,275,TSMC,NVIDIA,2135.0,364.0,Low
ATI Radeon X1050 AGP,GPU,2006,130.0,24.0,76.0,60.0,250,TSMC,ATI,2135.0,364.0,Low
Matrox Parhelia APVe,GPU,2006,150.0,81.0,174.0,80.0,250,UMC,Other,2135.0,364.0,Low
NVIDIA Quadro NVS 440,GPU,2006,110.0,31.0,154.0,146.0,250,TSMC,NVIDIA,2135.0,364.0,Low
Intel GMA 950,GPU,2006,90.0,7.0,188.0,1930.0,250,Intel,Intel,2135.0,364.0,Low
ATI Wii GPU,GPU,2006,90.0,45.0,95.0,107.0,243,NEC,ATI,2135.0,364.0,Low
ATI FireMV 2200 PCI,GPU,2006,150.0,15.0,98.0,36.0,240,UMC,ATI,2135.0,364.0,Low
Intel Pentium 4 HT 670,CPU,2005,90.0,84.0,109.0,169.0,3800,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 672,CPU,2005,90.0,84.0,109.0,169.0,3800,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 571,CPU,2005,90.0,115.0,109.0,125.0,3800,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT EE 3.73,CPU,2005,90.0,115.0,109.0,169.0,3733,Intel,Intel,2135.0,364.0,High
Intel Xeon MP 3.66,CPU,2005,90.0,135.0,188.0,1930.0,3667,Intel,Intel,2135.0,364.0,High
Intel Xeon 3.6,CPU,2005,90.0,135.0,169.0,178.0,3600,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 662,CPU,2005,90.0,84.0,109.0,169.0,3600,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 660,CPU,2005,90.0,84.0,109.0,169.0,3600,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 561,CPU,2005,90.0,115.0,109.0,125.0,3600,Intel,Intel,2135.0,364.0,High
Intel Xeon MP 3.50,CPU,2005,90.0,135.0,188.0,1930.0,3500,Intel,Intel,2135.0,364.0,High
Intel Mobile Pentium 4 HT 552,CPU,2005,90.0,88.0,112.0,125.0,3467,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 551,CPU,2005,90.0,115.0,109.0,125.0,3400,Intel,Intel,2135.0,364.0,High
Intel Xeon 3.4,CPU,2005,90.0,135.0,169.0,178.0,3400,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 650,CPU,2005,90.0,84.0,109.0,169.0,3400,Intel,Intel,2135.0,364.0,High
Intel Xeon MP 3.33,CPU,2005,90.0,135.0,188.0,1930.0,3334,Intel,Intel,2135.0,364.0,High
Intel Xeon MP 3.33,CPU,2005,90.0,135.0,188.0,286.0,3333,Intel,Intel,2135.0,364.0,High
Intel Xeon MP 3.33,CPU,2005,90.0,135.0,188.0,1930.0,3333,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 541,CPU,2005,90.0,84.0,109.0,125.0,3200,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 640,CPU,2005,90.0,84.0,109.0,169.0,3200,Intel,Intel,2135.0,364.0,High
Intel Pentium D 840,CPU,2005,90.0,130.0,206.0,169.0,3200,Intel,Intel,2135.0,364.0,High
Intel Pentium D 840 EE,CPU,2005,90.0,130.0,206.0,169.0,3200,Intel,Intel,2135.0,364.0,High
Intel Xeon 3.2,CPU,2005,90.0,135.0,169.0,178.0,3200,Intel,Intel,2135.0,364.0,High
Intel Celeron D 350,CPU,2005,90.0,84.0,109.0,125.0,3200,Intel,Intel,2135.0,364.0,High
Intel Xeon MP 3.16,CPU,2005,90.0,135.0,188.0,1930.0,3167,Intel,Intel,2135.0,364.0,High
Intel Xeon MP 3.16,CPU,2005,90.0,135.0,188.0,1930.0,3167,Intel,Intel,2135.0,364.0,High
Intel Xeon MP 3.16,CPU,2005,90.0,135.0,188.0,286.0,3167,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 519K,CPU,2005,90.0,84.0,109.0,125.0,3060,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 519K,CPU,2005,90.0,84.0,109.0,125.0,3060,Intel,Intel,2135.0,364.0,High
AMD Opteron 156,CPU,2005,90.0,104.0,188.0,106.0,3000,Unknown,AMD,2135.0,364.0,High
Intel Pentium 4 HT 531,CPU,2005,90.0,84.0,109.0,125.0,3000,Intel,Intel,2135.0,364.0,High
Intel Xeon MP 7040 Dual-Core,CPU,2005,90.0,135.0,213.0,200.0,3000,Intel,Intel,2135.0,364.0,High
Intel Xeon MP 3.00,CPU,2005,90.0,135.0,188.0,286.0,3000,Intel,Intel,2135.0,364.0,High
Intel Pentium D 830,CPU,2005,90.0,130.0,206.0,169.0,3000,Intel,Intel,2135.0,364.0,High
Intel Xeon MP 3.00,CPU,2005,90.0,135.0,188.0,1930.0,3000,Intel,Intel,2135.0,364.0,High
Intel Xeon MP 7041 Dual-Core,CPU,2005,90.0,135.0,213.0,200.0,3000,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 630,CPU,2005,90.0,84.0,109.0,169.0,3000,Intel,Intel,2135.0,364.0,High
Intel Xeon 3.0,CPU,2005,90.0,135.0,169.0,178.0,3000,Intel,Intel,2135.0,364.0,High
Intel Xeon MP 2.83,CPU,2005,90.0,135.0,188.0,1930.0,2833,Intel,Intel,2135.0,364.0,High
Intel Xeon MP 2.83,CPU,2005,90.0,135.0,188.0,286.0,2833,Intel,Intel,2135.0,364.0,High
Intel Xeon MP 7030 Dual-Core,CPU,2005,90.0,135.0,213.0,200.0,2833,Intel,Intel,2135.0,364.0,High
Intel Pentium D 820,CPU,2005,90.0,130.0,206.0,169.0,2800,Intel,Intel,2135.0,364.0,High
AMD Opteron 854,CPU,2005,90.0,92.0,188.0,106.0,2800,Unknown,AMD,2135.0,364.0,High
Intel Pentium 4 511,CPU,2005,90.0,84.0,109.0,125.0,2800,Intel,Intel,2135.0,364.0,High
AMD Athlon 64 FX-57,CPU,2005,90.0,104.0,115.0,114.0,2800,Unknown,AMD,2135.0,364.0,High
Intel Pentium 4 HT 521,CPU,2005,90.0,84.0,109.0,125.0,2800,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 HT 620,CPU,2005,90.0,84.0,135.0,169.0,2800,Intel,Intel,2135.0,364.0,High
Intel Xeon 2.8,CPU,2005,90.0,135.0,213.0,200.0,2800,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 511,CPU,2005,90.0,84.0,109.0,125.0,2800,Intel,Intel,2135.0,364.0,High
Intel Xeon MP 7030 Dual-Core,CPU,2005,90.0,135.0,213.0,200.0,2800,Intel,Intel,2135.0,364.0,High
Intel Pentium 4 511,CPU,2005,90.0,84.0,109.0,125.0,2800,Intel,Intel,2135.0,364.0,High
Intel Pentium D 820,CPU,2005,90.0,130.0,206.0,169.0,2800,Intel,Intel,2135.0,364.0,High
AMD Opteron 154,CPU,2005,90.0,104.0,188.0,106.0,2800,Unknown,AMD,2135.0,364.0,High
AMD Opteron 254,CPU,2005,90.0,92.0,188.0,106.0,2800,Unknown,AMD,2135.0,364.0,High
Intel Xeon MP 7020 Dual-Core,CPU,2005,90.0,135.0,213.0,200.0,2667,Intel,Intel,2135.0,364.0,Medium
Intel Pentium 4 506,CPU,2005,90.0,84.0,109.0,125.0,2660,Intel,Intel,2135.0,364.0,Medium
Intel Pentium 4 506,CPU,2005,90.0,84.0,109.0,125.0,2660,Intel,Intel,2135.0,364.0,Medium
Intel Pentium 4 506,CPU,2005,90.0,84.0,109.0,125.0,2660,Intel,Intel,2135.0,364.0,Medium
AMD Opteron 152,CPU,2005,90.0,104.0,188.0,106.0,2600,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 252,CPU,2005,90.0,92.0,188.0,106.0,2600,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 852,CPU,2005,90.0,92.0,188.0,106.0,2600,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 152,CPU,2005,90.0,104.0,188.0,106.0,2600,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 4000+,CPU,2005,130.0,62.0,188.0,105.0,2600,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 850 HE,CPU,2005,90.0,55.0,188.0,106.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron X2 280,CPU,2005,90.0,95.0,188.0,233.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 250 HE,CPU,2005,90.0,55.0,188.0,106.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 150,CPU,2005,90.0,85.0,188.0,106.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 3800+,CPU,2005,90.0,89.0,83.0,69.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Mobile Athlon 64 3700+,CPU,2005,130.0,82.0,193.0,106.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 3700+,CPU,2005,130.0,83.0,188.0,105.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron X2 180,CPU,2005,90.0,110.0,188.0,233.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Turion 64 ML-42,CPU,2005,90.0,35.0,125.0,114.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron X2 880,CPU,2005,90.0,95.0,188.0,233.0,2400,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 150,CPU,2005,90.0,85.0,188.0,106.0,2400,Unknown,AMD,2135.0,364.0,Medium
Intel Pentium M 780,CPU,2005,90.0,27.0,84.0,140.0,2260,Intel,Intel,2135.0,364.0,Medium
AMD Athlon 64 3500+,CPU,2005,90.0,67.0,83.0,69.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron X2 275,CPU,2005,90.0,95.0,188.0,233.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Turion 64 MT-40,CPU,2005,90.0,25.0,125.0,114.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 148,CPU,2005,90.0,85.0,188.0,106.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 148,CPU,2005,90.0,85.0,188.0,106.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 248 HE,CPU,2005,90.0,55.0,188.0,106.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Mobile Athlon 64 3400+,CPU,2005,130.0,82.0,193.0,106.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 3500+,CPU,2005,90.0,67.0,156.0,154.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron X2 875,CPU,2005,90.0,95.0,188.0,233.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Mobile Athlon 64 3400+,CPU,2005,130.0,62.0,193.0,106.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Turion 64 ML-40,CPU,2005,90.0,35.0,125.0,114.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron X2 175,CPU,2005,90.0,110.0,188.0,233.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Opteron 848 HE,CPU,2005,90.0,55.0,188.0,106.0,2200,Unknown,AMD,2135.0,364.0,Medium
AMD Athlon 64 3400+,CPU,2005,130.0,83.0,188.0,105.0,2200,Unknown,AMD,2135.0,364.0,Medium
Intel Pentium M 770,CPU,2005,90.0,27.0,84.0,140.0,2130,Intel,Intel,2135.0,364.0,Low
AMD Athlon 64 3200+,CPU,2005,130.0,83.0,188.0,105.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Opteron X2 870,CPU,2005,90.0,95.0,188.0,233.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 246 HE,CPU,2005,90.0,55.0,188.0,106.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Opteron X2 870 HE,CPU,2005,90.0,55.0,188.0,233.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Turion 64 ML-37,CPU,2005,90.0,35.0,125.0,114.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 146,CPU,2005,90.0,67.0,188.0,106.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 146,CPU,2005,90.0,67.0,188.0,106.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3400+,CPU,2005,90.0,62.0,84.0,63.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Opteron X2 270,CPU,2005,90.0,95.0,188.0,233.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Athlon 64 X2 3800+,CPU,2005,90.0,89.0,156.0,154.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3400+,CPU,2005,90.0,62.0,84.0,63.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 846 HE,CPU,2005,90.0,55.0,188.0,106.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3300+,CPU,2005,90.0,62.0,188.0,63.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 146,CPU,2005,90.0,67.0,188.0,106.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3500+,CPU,2005,90.0,62.0,84.0,63.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Turion 64 MT-37,CPU,2005,90.0,25.0,125.0,114.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3300+,CPU,2005,90.0,62.0,188.0,69.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Opteron X2 270 HE,CPU,2005,90.0,55.0,188.0,233.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Athlon 64 3200+,CPU,2005,90.0,67.0,83.0,69.0,2000,Unknown,AMD,2135.0,364.0,Low
Intel Pentium M 760,CPU,2005,90.0,27.0,84.0,140.0,2000,Intel,Intel,2135.0,364.0,Low
AMD Athlon 64 3200+,CPU,2005,130.0,62.0,188.0,105.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Athlon 64 X2 3800+,CPU,2005,90.0,89.0,156.0,154.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Athlon 64 3200+,CPU,2005,90.0,67.0,156.0,154.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Opteron X2 170,CPU,2005,90.0,110.0,188.0,233.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3300+,CPU,2005,90.0,62.0,84.0,63.0,2000,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3300+,CPU,2005,90.0,25.0,188.0,69.0,2000,Unknown,AMD,2135.0,364.0,Low
Intel Pentium M 750,CPU,2005,90.0,27.0,84.0,140.0,1860,Intel,Intel,2135.0,364.0,Low
AMD Sempron 3200+,CPU,2005,90.0,62.0,84.0,63.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3100+,CPU,2005,90.0,25.0,188.0,69.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3100+,CPU,2005,90.0,62.0,188.0,69.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3000+,CPU,2005,90.0,62.0,188.0,69.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 144,CPU,2005,90.0,67.0,188.0,106.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Turion 64 MT-34,CPU,2005,90.0,25.0,125.0,114.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Athlon 64 3000+,CPU,2005,130.0,62.0,188.0,105.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Opteron 144,CPU,2005,90.0,67.0,188.0,106.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3100+,CPU,2005,90.0,62.0,188.0,63.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3000+,CPU,2005,90.0,25.0,188.0,69.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Turion 64 ML-34,CPU,2005,90.0,35.0,125.0,114.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Turion 64 MT-32,CPU,2005,90.0,25.0,125.0,114.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3100+,CPU,2005,90.0,25.0,188.0,63.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3100+,CPU,2005,90.0,62.0,84.0,63.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3000+,CPU,2005,90.0,62.0,84.0,63.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Opteron X2 265,CPU,2005,90.0,95.0,188.0,233.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3000+,CPU,2005,90.0,62.0,84.0,63.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Turion 64 ML-32,CPU,2005,90.0,35.0,125.0,114.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Opteron X2 265 HE,CPU,2005,90.0,55.0,188.0,233.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Opteron X2 865 HE,CPU,2005,90.0,55.0,188.0,233.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Sempron 3000+,CPU,2005,130.0,62.0,144.0,69.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Athlon 64 3000+,CPU,2005,90.0,67.0,83.0,69.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Opteron X2 865,CPU,2005,90.0,95.0,188.0,233.0,1800,Unknown,AMD,2135.0,364.0,Low
AMD Opteron X2 165,CPU,2005,90.0,110.0,188.0,233.0,1800,Unknown,AMD,2135.0,364.0,Low
Intel Pentium M 740,CPU,2005,90.0,27.0,84.0,140.0,1730,Intel,Intel,2135.0,364.0,Low
AMD Opteron X2 260 HE,CPU,2005,90.0,55.0,188.0,233.0,1600,Unknown,AMD,2135.0,364.0,Low
Intel Core Duo T2050,CPU,2005,65.0,31.0,90.0,151.0,1600,Intel,Intel,2135.0,364.0,Low
AMD Turion 64 MT-28,CPU,2005,90.0,22.0,125.0,114.0,1600,Unknown,AMD,2135.0,364.0,Low
AMD Turion 64 ML-30,CPU,2005,90.0,35.0,125.0,114.0,1600,Unknown,AMD,2135.0,364.0,Low
AMD Turion 64 ML-28,CPU,2005,90.0,32.0,125.0,114.0,1600,Unknown,AMD,2135.0,364.0,Low
Intel Pentium M 730,CPU,2005,90.0,27.0,84.0,140.0,1600,Intel,Intel,2135.0,364.0,Low
AMD Mobile Athlon 64 2700+,CPU,2005,130.0,35.0,193.0,106.0,1600,Unknown,AMD,2135.0,364.0,Low
