Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP32 GFLOPS,FP64 GFLOPS,Performance
NVIDIA Quadro T2000 Max-Q,GPU,2019,12.0,40.0,200.0,4700.0,1200,TSMC,NVIDIA,3318.0,103.7,High
Intel Core i7-10510Y,CPU,2019,14.0,9.0,188.0,1930.0,1200,Intel,Intel,2135.0,364.0,Low
NVIDIA GeForce GTX 1660 Ti Max-Q,GPU,2019,12.0,81.0,284.0,6600.0,1140,TSMC,NVIDIA,4101.0,128.2,High
AMD Radeon E9560 PCIe,GPU,2019,14.0,130.0,232.0,5700.0,1120,GF,AMD,5700.0,356.3,High
Intel Core i3-1000G4,CPU,2019,10.0,12.0,188.0,1930.0,1100,Intel,Intel,2135.0,364.0,Low
Intel Core i5-1035G4,CPU,2019,10.0,25.0,188.0,1930.0,1100,Intel,Intel,2135.0,364.0,Low
Intel Core i3-1000G1,CPU,2019,10.0,12.0,188.0,1930.0,1100,Intel,Intel,2135.0,364.0,Low
Intel Core i7-10710U,CPU,2019,14.0,25.0,188.0,1930.0,1100,Intel,Intel,2135.0,364.0,Low
AMD Radeon 540 Mobile,GPU,2019,14.0,50.0,103.0,2200.0,1100,GF,AMD,1151.0,71.94,High
Intel Core i5-10310Y,CPU,2019,14.0,9.0,188.0,1930.0,1100,Intel,Intel,2135.0,364.0,Low
AMD Radeon Pro 580X,GPU,2019,14.0,185.0,232.0,5700.0,1100,GF,AMD,5530.0,345.6,High
AMD Radeon Pro 575X,GPU,2019,14.0,150.0,232.0,5700.0,1096,GF,AMD,4489.0,280.6,High
AMD Radeon 550X,GPU,2019,14.0,50.0,103.0,2200.0,1082,GF,AMD,1247.0,77.95,High
AMD Radeon RX 640 Mobile,GPU,2019,14.0,50.0,103.0,2200.0,1082,GF,AMD,1559.0,97.44,High
AMD Radeon 630 Mobile,GPU,2019,14.0,50.0,103.0,2200.0,1082,GF,AMD,1240.0,77.5,High
AMD Radeon Pro WX 3200 Mobile,GPU,2019,14.0,65.0,103.0,2200.0,1082,GF,AMD,1385.0,86.56,High
AMD Radeon RX 560 XT,GPU,2019,14.0,150.0,232.0,5700.0,1074,GF,AMD,4394.0,274.6,High
NVIDIA GeForce GTX 1650 Max-Q,GPU,2019,12.0,30.0,200.0,4700.0,1020,TSMC,NVIDIA,2550.0,79.68,High
NVIDIA GeForce RTX 2060 Mobile Refresh,GPU,2019,12.0,65.0,445.0,10800.0,1005,TSMC,NVIDIA,5990.0,187.2,High
Intel Core i5-1035G1,CPU,2019,10.0,25.0,188.0,1930.0,1000,Intel,Intel,2135.0,364.0,Low
Intel Core i7-1060G7,CPU,2019,10.0,12.0,188.0,1930.0,1000,Intel,Intel,2135.0,364.0,Low
AMD Radeon Pro 570X,GPU,2019,14.0,150.0,232.0,5700.0,1000,GF,AMD,3960.0,247.5,High
Intel Core i3-10110Y,CPU,2019,14.0,9.0,188.0,1930.0,1000,Intel,Intel,2135.0,364.0,Low
Intel Core i5-10210Y,CPU,2019,14.0,9.0,188.0,1930.0,1000,Intel,Intel,2135.0,364.0,Low
NVIDIA Quadro P2200,GPU,2019,16.0,75.0,200.0,4400.0,1000,TSMC,NVIDIA,3822.0,119.4,High
AMD Radeon 540X Mobile,GPU,2019,14.0,50.0,103.0,2200.0,980,GF,AMD,1121.0,70.08,High
NVIDIA GeForce RTX 2060 Mobile,GPU,2019,12.0,115.0,445.0,10800.0,960,TSMC,NVIDIA,4608.0,144.0,High
NVIDIA GeForce RTX 2060 Max-Q Refresh,GPU,2019,12.0,115.0,445.0,10800.0,960,TSMC,NVIDIA,4608.0,144.0,High
NVIDIA Quadro RTX 3000 Mobile,GPU,2019,12.0,80.0,445.0,10800.0,945,TSMC,NVIDIA,5299.0,165.6,High
NVIDIA Quadro RTX 3000 Mobile Refresh,GPU,2019,12.0,80.0,445.0,10800.0,945,TSMC,NVIDIA,5299.0,165.6,High
AMD Radeon R7 350 640SP,GPU,2019,28.0,55.0,123.0,1500.0,925,TSMC,AMD,1184.0,74.0,High
NVIDIA GeForce RTX 2070 Max-Q,GPU,2019,12.0,90.0,445.0,10800.0,885,TSMC,NVIDIA,5460.0,170.6,High
Intel Core i5-1030G7,CPU,2019,10.0,12.0,188.0,1930.0,800,Intel,Intel,2135.0,364.0,Low
AMD Radeon 625 Mobile,GPU,2019,28.0,50.0,125.0,1550.0,730,TSMC,AMD,786.4,49.15,High
AMD Radeon 620 Mobile,GPU,2019,28.0,50.0,125.0,1550.0,730,TSMC,AMD,786.4,49.15,High
AMD Radeon E9390 PCIe,GPU,2019,14.0,75.0,232.0,5700.0,713,GF,AMD,3903.0,243.9,Medium
Intel Core i5-1030G4,CPU,2019,10.0,12.0,188.0,1930.0,700,Intel,Intel,2135.0,364.0,Low
NVIDIA Quadro RTX 3000 Max-Q,GPU,2019,12.0,60.0,445.0,10800.0,600,TSMC,NVIDIA,4666.0,145.8,Medium
NVIDIA Switch GPU 16nm,GPU,2019,16.0,15.0,100.0,2000.0,384,TSMC,NVIDIA,393.2,12.29,Low
Intel Iris Plus Graphics G4,GPU,2019,10.0,15.0,188.0,1930.0,300,Intel,Intel,806.4,201.6,Low
AMD Radeon Vega 3 Mobile,GPU,2019,14.0,15.0,210.0,4940.0,300,GF,AMD,384.4,24.02,Low
AMD Radeon Vega 9 Mobile,GPU,2019,14.0,15.0,210.0,4940.0,300,GF,AMD,1498.0,93.6,Low
AMD Radeon Vega 11,GPU,2019,14.0,15.0,210.0,4940.0,300,GF,AMD,1971.0,123.2,Low
AMD Radeon Vega 10 Mobile,GPU,2019,14.0,15.0,210.0,4940.0,300,GF,AMD,1792.0,112.0,Low
AMD Radeon RX Vega 11 Mobile,GPU,2019,14.0,15.0,210.0,4940.0,300,GF,AMD,1971.0,123.2,Low
Intel Iris Plus Graphics 645,GPU,2019,14.0,15.0,188.0,1930.0,300,Intel,Intel,806.4,201.6,Low
AMD Radeon Vega 10 Mobile,GPU,2019,14.0,10.0,210.0,4940.0,300,GF,AMD,1665.0,104.1,Low
Intel UHD Graphics,GPU,2019,14.0,15.0,188.0,1930.0,300,Intel,Intel,403.2,100.8,Low
Intel UHD Graphics G1,GPU,2019,10.0,15.0,188.0,1930.0,300,Intel,Intel,460.8,115.2,Low
AMD Radeon Vega 10 Mobile,GPU,2019,14.0,15.0,210.0,4940.0,300,GF,AMD,1792.0,112.0,Low
AMD Radeon Vega 3  Embedded,GPU,2019,14.0,10.0,210.0,4940.0,300,GF,AMD,384.4,24.02,Low
AMD Radeon Vega 6 Mobile,GPU,2019,14.0,15.0,210.0,4940.0,300,GF,AMD,845.6,52.85,Low
AMD Radeon Vega 8 Mobile,GPU,2019,14.0,15.0,210.0,4940.0,300,GF,AMD,1229.0,76.8,Low
AMD Radeon Vega 8 Mobile,GPU,2019,14.0,35.0,210.0,4940.0,300,GF,AMD,1127.0,70.46,Low
AMD Radeon Vega 6 Mobile,GPU,2019,14.0,15.0,210.0,4940.0,300,GF,AMD,921.6,57.6,Low
AMD Radeon Vega 3 Embedded,GPU,2019,14.0,10.0,210.0,4940.0,300,GF,AMD,461.2,28.82,Low
Intel UHD Graphics,GPU,2019,14.0,15.0,188.0,1930.0,300,Intel,Intel,345.6,86.4,Low
AMD Radeon Vega 8,GPU,2019,14.0,15.0,210.0,4940.0,300,GF,AMD,1280.0,80.0,Low
AMD Radeon Vega 8 Mobile,GPU,2019,14.0,15.0,210.0,4940.0,300,GF,AMD,1229.0,76.8,Low
AMD Radeon RX Vega 11,GPU,2019,14.0,15.0,210.0,4940.0,300,GF,AMD,1971.0,123.2,Low
Intel UHD Graphics,GPU,2019,14.0,15.0,188.0,1930.0,300,Intel,Intel,384.0,96.0,Low
AMD Radeon Vega 3,GPU,2019,14.0,15.0,210.0,4940.0,300,GF,AMD,422.4,26.4,Low
AMD Radeon Vega 3 Mobile,GPU,2019,14.0,15.0,210.0,4940.0,300,GF,AMD,460.8,28.8,Low
Intel Pentium Gold G5500,CPU,2018,14.0,51.0,188.0,1930.0,3800,Intel,Intel,2135.0,364.0,High
Intel Core i7-9800X,CPU,2018,14.0,165.0,188.0,1930.0,3800,Intel,Intel,2135.0,364.0,High
Intel Xeon Platinum 8256,CPU,2018,14.0,105.0,188.0,8000.0,3800,Intel,Intel,2135.0,364.0,High
Intel Core i3-9100,CPU,2018,14.0,65.0,188.0,1930.0,3700,Intel,Intel,2135.0,364.0,High
AMD Ryzen 7 2700X,CPU,2018,12.0,105.0,192.0,4800.0,3700,GF,AMD,2135.0,364.0,High
Intel Core i5-8650K,CPU,2018,14.0,95.0,188.0,1930.0,3700,Intel,Intel,2135.0,364.0,High
Intel Core i3-8120,CPU,2018,14.0,65.0,188.0,1930.0,3700,Intel,Intel,2135.0,364.0,High
Intel Core i5-9600K,CPU,2018,14.0,95.0,188.0,1930.0,3700,Intel,Intel,2135.0,364.0,High
Intel Core i3-9000,CPU,2018,14.0,65.0,188.0,1930.0,3700,Intel,Intel,2135.0,364.0,High
Intel Core i3-8020,CPU,2018,14.0,65.0,188.0,1930.0,3700,Intel,Intel,2135.0,364.0,High
Intel Core i3-8300,CPU,2018,14.0,62.0,188.0,1930.0,3700,Intel,Intel,2135.0,364.0,High
Intel Pentium Gold G5400,CPU,2018,14.0,51.0,188.0,1930.0,3700,Intel,Intel,2135.0,364.0,High
Intel Core i9-9900K,CPU,2018,14.0,95.0,180.0,1930.0,3600,Intel,Intel,2135.0,364.0,High
AMD Ryzen 5 2400G,CPU,2018,14.0,65.0,210.0,4950.0,3600,GF,AMD,2135.0,364.0,High
AMD Ryzen 5 PRO 2400G,CPU,2018,14.0,65.0,210.0,4950.0,3600,GF,AMD,2135.0,364.0,High
Intel Core i7-9700K,CPU,2018,14.0,95.0,188.0,1930.0,3600,Intel,Intel,2135.0,364.0,High
AMD Ryzen 5 2600X,CPU,2018,12.0,95.0,192.0,4800.0,3600,GF,AMD,2135.0,364.0,High
Intel Core i3-8000,CPU,2018,14.0,65.0,188.0,1930.0,3600,Intel,Intel,2135.0,364.0,High
AMD Ryzen 5 2500X,CPU,2018,12.0,65.0,192.0,4800.0,3600,GF,AMD,2135.0,364.0,High
AMD Ryzen 7 PRO 2700X,CPU,2018,12.0,95.0,192.0,4800.0,3600,GF,AMD,2135.0,364.0,High
AMD Ryzen 3 2300X,CPU,2018,14.0,65.0,210.0,4950.0,3500,GF,AMD,2135.0,364.0,High
Intel Core i9-9920X,CPU,2018,14.0,165.0,188.0,1930.0,3500,Intel,Intel,2135.0,364.0,High
Intel Core i9-9900X,CPU,2018,14.0,165.0,188.0,1930.0,3500,Intel,Intel,2135.0,364.0,High
AMD A8-7680,CPU,2018,28.0,45.0,246.0,1178.0,3500,Unknown,AMD,2135.0,364.0,High
AMD Athlon 240GE,CPU,2018,14.0,35.0,192.0,4800.0,3500,Unknown,AMD,2135.0,364.0,High
AMD Ryzen 3 2200G,CPU,2018,14.0,65.0,210.0,4950.0,3500,GF,AMD,2135.0,364.0,High
Intel Xeon E-2124G,CPU,2018,14.0,72.0,126.0,1400.0,3400,Intel,Intel,2135.0,364.0,High
Intel Xeon E-2124,CPU,2018,14.0,72.0,126.0,1400.0,3400,Intel,Intel,2135.0,364.0,High
AMD Ryzen 5 2600,CPU,2018,12.0,65.0,192.0,4800.0,3400,GF,AMD,2135.0,364.0,High
AMD Athlon 220GE,CPU,2018,14.0,35.0,192.0,4800.0,3400,Unknown,AMD,2135.0,364.0,High
AMD Ryzen 7 2800H,CPU,2018,14.0,15.0,246.0,1930.0,3400,GF,AMD,2135.0,364.0,High
AMD Athlon 220GE,CPU,2018,14.0,35.0,192.0,4800.0,3400,Unknown,AMD,2135.0,364.0,High
AMD Ryzen 5 PRO 2600,CPU,2018,12.0,65.0,192.0,4800.0,3400,GF,AMD,2135.0,364.0,High
AMD Athlon 220GE,CPU,2018,14.0,35.0,192.0,4800.0,3400,Unknown,AMD,2135.0,364.0,High
AMD Ryzen Embedded V1807B,CPU,2018,14.0,45.0,210.0,4950.0,3350,GF,AMD,2135.0,364.0,High
Intel Core i9-9940X,CPU,2018,14.0,165.0,188.0,1930.0,3300,Intel,Intel,2135.0,364.0,High
AMD Ryzen 5 2600H,CPU,2018,14.0,15.0,246.0,1930.0,3300,GF,AMD,2135.0,364.0,High
Intel Core i9-9820X,CPU,2018,14.0,165.0,188.0,1930.0,3300,Intel,Intel,2135.0,364.0,High
AMD Ryzen Embedded V1756B,CPU,2018,14.0,45.0,210.0,4950.0,3250,GF,AMD,2135.0,364.0,High
AMD Ryzen 7 PRO 2700,CPU,2018,12.0,65.0,192.0,4800.0,3200,GF,AMD,2135.0,364.0,High
AMD Athlon 200GE,CPU,2018,14.0,35.0,192.0,4800.0,3200,Unknown,AMD,2135.0,364.0,High
Intel Celeron G4920,CPU,2018,14.0,51.0,188.0,1930.0,3200,Intel,Intel,2135.0,364.0,High
AMD Ryzen 7 2700,CPU,2018,12.0,65.0,192.0,4800.0,3200,GF,AMD,2135.0,364.0,High
AMD Athlon PRO 200GE,CPU,2018,14.0,35.0,192.0,4800.0,3200,Unknown,AMD,2135.0,364.0,High
Intel Core i3-8300T,CPU,2018,14.0,35.0,188.0,1930.0,3200,Intel,Intel,2135.0,364.0,High
Intel Core i7-8700,CPU,2018,14.0,65.0,154.0,1930.0,3200,Intel,Intel,2135.0,364.0,High
AMD Ryzen 5 2600E,CPU,2018,12.0,65.0,192.0,4800.0,3100,GF,AMD,2135.0,364.0,High
Intel Core i3-8100T,CPU,2018,14.0,35.0,188.0,1930.0,3100,Intel,Intel,2135.0,364.0,High
Intel Core i5-8650,CPU,2018,14.0,65.0,188.0,1930.0,3100,Intel,Intel,2135.0,364.0,High
Intel Core i9-9960X,CPU,2018,14.0,165.0,188.0,1930.0,3100,Intel,Intel,2135.0,364.0,High
Intel Core i5-9600,CPU,2018,14.0,65.0,188.0,1930.0,3100,Intel,Intel,2135.0,364.0,High
Intel Core i7-8705G,CPU,2018,14.0,65.0,188.0,1930.0,3100,Intel,Intel,2135.0,364.0,High
Intel Core i7-8809G,CPU,2018,14.0,65.0,188.0,1930.0,3100,Intel,Intel,2135.0,364.0,High
AMD EPYC 7371,CPU,2018,14.0,170.0,213.0,4800.0,3100,GF,AMD,2135.0,364.0,High
Intel Celeron G4900,CPU,2018,14.0,51.0,188.0,1930.0,3100,Intel,Intel,2135.0,364.0,High
Intel Core i5-8600,CPU,2018,14.0,65.0,188.0,1930.0,3100,Intel,Intel,2135.0,364.0,High
Intel Core i7-8670,CPU,2018,14.0,65.0,188.0,1930.0,3100,Intel,Intel,2135.0,364.0,High
Intel Core i7-8709G,CPU,2018,14.0,65.0,188.0,1930.0,3100,Intel,Intel,2135.0,364.0,High
Intel Xeon W-3175X,CPU,2018,14.0,255.0,188.0,8000.0,3100,Intel,Intel,2135.0,364.0,High
Intel Core i7-8706G,CPU,2018,14.0,65.0,188.0,1930.0,3100,Intel,Intel,2135.0,364.0,High
Intel Core i5-8550,CPU,2018,14.0,65.0,188.0,1930.0,3000,Intel,Intel,2135.0,364.0,High
Intel Core i5-9500,CPU,2018,14.0,65.0,188.0,1930.0,3000,Intel,Intel,2135.0,364.0,High
Intel Core i9-9980XE,CPU,2018,14.0,165.0,188.0,1930.0,3000,Intel,Intel,2135.0,364.0,High
Intel Core i5-8500,CPU,2018,14.0,65.0,188.0,1930.0,3000,Intel,Intel,2135.0,364.0,High
Intel Core i3-8109U,CPU,2018,14.0,28.0,123.0,1930.0,3000,Intel,Intel,2135.0,364.0,High
Intel Core i9-8950HK,CPU,2018,14.0,95.0,149.0,1930.0,2900,Intel,Intel,2135.0,364.0,High
Intel Core i5-9400,CPU,2018,14.0,65.0,188.0,1930.0,2900,Intel,Intel,2135.0,364.0,High
Intel Xeon Platinum 8268,CPU,2018,14.0,205.0,188.0,8000.0,2900,Intel,Intel,2135.0,364.0,High
Intel Core i5-8420,CPU,2018,14.0,65.0,188.0,1930.0,2900,Intel,Intel,2135.0,364.0,High
Intel Core i5-8305G,CPU,2018,14.0,65.0,188.0,1930.0,2800,Intel,Intel,2135.0,364.0,High
AMD Ryzen 7 2700E,CPU,2018,12.0,65.0,192.0,4800.0,2800,GF,AMD,2135.0,364.0,High
Intel Xeon Platinum 8270,CPU,2018,14.0,205.0,188.0,8000.0,2700,Intel,Intel,2135.0,364.0,Medium
Intel Xeon Platinum 8280,CPU,2018,14.0,205.0,188.0,8000.0,2700,Intel,Intel,2135.0,364.0,Medium
Intel Core i7-8559U,CPU,2018,14.0,28.0,123.0,1930.0,2700,Intel,Intel,2135.0,364.0,Medium
Intel Xeon Platinum 8280M,CPU,2018,14.0,205.0,188.0,8000.0,2700,Intel,Intel,2135.0,364.0,Medium
Intel Core i7-8850H,CPU,2018,14.0,45.0,149.0,1930.0,2700,Intel,Intel,2135.0,364.0,Medium
Intel Core i5-8269U,CPU,2018,14.0,28.0,123.0,1930.0,2600,Intel,Intel,2135.0,364.0,Medium
AMD EPYC Embedded 3251,CPU,2018,14.0,50.0,213.0,4800.0,2500,GF,AMD,2135.0,364.0,Medium
AMD EPYC 7261,CPU,2018,14.0,170.0,213.0,4800.0,2500,GF,AMD,2135.0,364.0,Medium
AMD Ryzen 3 2200U,CPU,2018,14.0,15.0,246.0,1930.0,2500,GF,AMD,2135.0,364.0,Medium
Intel Core i5-8400H,CPU,2018,14.0,45.0,126.0,1930.0,2500,Intel,Intel,2135.0,364.0,Medium
Intel Core i7-8700T,CPU,2018,14.0,35.0,154.0,1930.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Xeon Platinum 8260,CPU,2018,14.0,165.0,188.0,8000.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Core i3-8130U,CPU,2018,14.0,15.0,123.0,1930.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Xeon Platinum 8260M,CPU,2018,14.0,165.0,188.0,8000.0,2400,Intel,Intel,2135.0,364.0,Medium
Intel Core i7-8670T,CPU,2018,14.0,35.0,188.0,1930.0,2300,Intel,Intel,2135.0,364.0,Medium
Intel Core i5-8600T,CPU,2018,14.0,35.0,188.0,1930.0,2300,Intel,Intel,2135.0,364.0,Medium
Intel Core i5-8300H,CPU,2018,14.0,45.0,126.0,1930.0,2300,Intel,Intel,2135.0,364.0,Medium
Intel Core i5-8259U,CPU,2018,14.0,28.0,123.0,1930.0,2300,Intel,Intel,2135.0,364.0,Medium
AMD Ryzen Embedded V1202B,CPU,2018,14.0,15.0,210.0,4950.0,2300,GF,AMD,2135.0,364.0,Medium
Intel Core i3-8121U,CPU,2018,10.0,28.0,123.0,1930.0,2200,Intel,Intel,2135.0,364.0,Medium
Intel Xeon Platinum 8276,CPU,2018,14.0,165.0,188.0,8000.0,2200,Intel,Intel,2135.0,364.0,Medium
Intel Xeon Platinum 8253,CPU,2018,14.0,125.0,188.0,8000.0,2200,Intel,Intel,2135.0,364.0,Medium
Intel Core i7-8750H,CPU,2018,14.0,45.0,149.0,1930.0,2200,Intel,Intel,2135.0,364.0,Medium
Intel Core i5-8500T,CPU,2018,14.0,35.0,188.0,1930.0,2100,Intel,Intel,2135.0,364.0,Low
Intel Core i3-8145U,CPU,2018,10.0,28.0,123.0,1930.0,2100,Intel,Intel,2135.0,364.0,Low
AMD Ryzen 3 2300U,CPU,2018,14.0,15.0,246.0,1930.0,2000,GF,AMD,2135.0,364.0,Low
AMD Ryzen Embedded V1605B,CPU,2018,14.0,15.0,210.0,4950.0,2000,GF,AMD,2135.0,364.0,Low
Intel Core i7-8565U,CPU,2018,14.0,28.0,123.0,1930.0,1800,Intel,Intel,2135.0,364.0,Low
Intel Core i5-8420T,CPU,2018,14.0,35.0,188.0,1930.0,1800,Intel,Intel,2135.0,364.0,Low
Intel Core i5-9400T,CPU,2018,14.0,35.0,188.0,1930.0,1800,Intel,Intel,2135.0,364.0,Low
Intel Core i5-8400T,CPU,2018,14.0,35.0,188.0,1930.0,1700,Intel,Intel,2135.0,364.0,Low
Intel Core i5-8265U,CPU,2018,14.0,28.0,123.0,1930.0,1600,Intel,Intel,2135.0,364.0,Low
NVIDIA GeForce GTX 1060 6 GB GP104,GPU,2018,16.0,120.0,314.0,7200.0,1506,TSMC,NVIDIA,4372.0,136.6,High
NVIDIA GeForce GTX 1060 6 GB GDDR5X,GPU,2018,16.0,120.0,314.0,7200.0,1506,TSMC,NVIDIA,4375.0,136.7,High
NVIDIA GeForce GTX 1060 6 GB Rev. 2,GPU,2018,16.0,120.0,200.0,4400.0,1506,TSMC,NVIDIA,4375.0,136.7,High
Intel Core m3-8114Y,CPU,2018,10.0,28.0,123.0,1930.0,1500,Intel,Intel,2135.0,364.0,Low
NVIDIA Quadro P500 Mobile,GPU,2018,14.0,18.0,74.0,1800.0,1455,Samsung,NVIDIA,777.2,24.29,High
NVIDIA Quadro P3200 Mobile,GPU,2018,16.0,75.0,314.0,7200.0,1328,TSMC,NVIDIA,5530.0,172.8,High
AMD Zhongshan Subor Z+ GPU,GPU,2018,14.0,100.0,397.0,1930.0,1300,TSMC,AMD,3994.0,249.6,High
AMD Radeon RX 560X Mobile,GPU,2018,14.0,65.0,123.0,3000.0,1275,GF,AMD,2611.0,163.2,High
AMD Radeon RX 560X Mobile,GPU,2018,14.0,65.0,123.0,3000.0,1275,GF,AMD,2611.0,163.2,High
NVIDIA Quadro P620,GPU,2018,14.0,40.0,132.0,3300.0,1266,Samsung,NVIDIA,1386.0,43.33,High
NVIDIA Quadro P620 Mobile,GPU,2018,14.0,40.0,132.0,3300.0,1177,Samsung,NVIDIA,1478.0,46.18,High
AMD Radeon RX 560X,GPU,2018,14.0,75.0,123.0,3000.0,1175,GF,AMD,2611.0,163.2,High
AMD Radeon RX 560X Mobile,GPU,2018,14.0,65.0,123.0,3000.0,1175,GF,AMD,2462.0,153.9,High
AMD Radeon RX 580 2048SP,GPU,2018,14.0,150.0,232.0,5700.0,1168,GF,AMD,5259.0,328.7,High
AMD Radeon RX 570X,GPU,2018,14.0,150.0,232.0,5700.0,1168,GF,AMD,5095.0,318.5,High
NVIDIA GeForce GTX 1050 Ti Max-Q,GPU,2018,14.0,75.0,132.0,3300.0,1152,Samsung,NVIDIA,1983.0,61.97,High
NVIDIA GeForce GT 1030 DDR4,GPU,2018,14.0,20.0,74.0,1800.0,1152,Samsung,NVIDIA,1059.0,33.1,High
NVIDIA Quadro P3200 Max-Q,GPU,2018,16.0,75.0,314.0,7200.0,1139,TSMC,NVIDIA,5032.0,157.2,High
AMD Radeon RX 540X Mobile,GPU,2018,14.0,50.0,103.0,2200.0,1124,GF,AMD,1240.0,77.5,High
AMD Radeon RX 550X,GPU,2018,14.0,50.0,103.0,2200.0,1100,GF,AMD,1211.0,75.71,High
AMD Radeon 550X Mobile,GPU,2018,14.0,50.0,103.0,2200.0,1100,GF,AMD,1647.0,103.0,High
AMD Radeon RX 560DX,GPU,2018,14.0,65.0,123.0,3000.0,1090,GF,AMD,2106.0,131.6,High
AMD Radeon RX Vega M GH,GPU,2018,14.0,100.0,208.0,5000.0,1063,GF,AMD,3656.0,228.5,High
NVIDIA GeForce GT 1030 GK107,GPU,2018,28.0,65.0,118.0,1270.0,1058,TSMC,NVIDIA,812.5,33.86,High
AMD Radeon RX 550X 640SP,GPU,2018,14.0,60.0,123.0,3000.0,1019,GF,AMD,1371.0,85.68,High
AMD Radeon 550X 640SP,GPU,2018,14.0,50.0,103.0,2200.0,1019,GF,AMD,1371.0,85.68,High
AMD Radeon Pro 560X,GPU,2018,14.0,75.0,123.0,3000.0,1004,GF,AMD,2056.0,128.5,High
NVIDIA GeForce GTX 1050 Max-Q,GPU,2018,14.0,75.0,132.0,3300.0,1000,Samsung,NVIDIA,1458.0,45.56,High
AMD Radeon RX 580X Mobile,GPU,2018,14.0,100.0,232.0,5700.0,1000,GF,AMD,4963.0,310.2,High
AMD Radeon 540X Mobile,GPU,2018,14.0,50.0,103.0,2200.0,980,GF,AMD,1071.0,66.94,High
AMD Radeon Pro WX Vega M GL,GPU,2018,14.0,65.0,208.0,5000.0,931,GF,AMD,2588.0,161.8,High
AMD Radeon RX Vega M GL,GPU,2018,14.0,65.0,208.0,5000.0,931,GF,AMD,2588.0,161.8,High
AMD Radeon Pro 555X,GPU,2018,14.0,75.0,123.0,3000.0,907,GF,AMD,1393.0,87.07,High
AMD Radeon Pro Vega 16,GPU,2018,14.0,75.0,188.0,1930.0,815,GF,AMD,2437.0,152.3,High
AMD Radeon Pro Vega 20,GPU,2018,14.0,100.0,188.0,1930.0,815,GF,AMD,3284.0,205.3,High
Intel UHD Graphics P630,GPU,2018,14.0,15.0,188.0,1930.0,350,Intel,Intel,422.4,105.6,Low
Intel UHD Graphics 630,GPU,2018,14.0,15.0,188.0,1930.0,350,Intel,Intel,384.0,96.0,Low
Intel UHD Graphics P630,GPU,2018,14.0,15.0,188.0,1930.0,350,Intel,Intel,460.8,115.2,Low
Intel UHD Graphics 610,GPU,2018,14.0,15.0,188.0,1930.0,350,Intel,Intel,201.6,50.4,Low
AMD Radeon Vega 3 Embedded,GPU,2018,14.0,15.0,210.0,4940.0,300,GF,AMD,384.4,24.02,Low
AMD Radeon Vega 11 Embedded,GPU,2018,14.0,35.0,210.0,4940.0,300,GF,AMD,1832.0,114.5,Low
AMD Radeon Vega 8 Embedded,GPU,2018,14.0,35.0,210.0,4940.0,300,GF,AMD,1127.0,70.46,Low
AMD Radeon Vega 8 Embedded,GPU,2018,14.0,15.0,210.0,4940.0,300,GF,AMD,1126.0,70.4,Low
AMD Radeon RX Vega 11 Mobile,GPU,2018,14.0,35.0,210.0,4940.0,300,GF,AMD,1761.0,110.1,Low
AMD Radeon Vega 3 Mobile,GPU,2018,14.0,15.0,210.0,4940.0,300,GF,AMD,422.8,26.42,Low
AMD Radeon RX Vega 11 Embedded,GPU,2018,14.0,35.0,210.0,4940.0,300,GF,AMD,1761.0,110.1,Low
Intel UHD Graphics 620,GPU,2018,14.0,15.0,188.0,1930.0,300,Intel,Intel,384.0,96.0,Low
Intel UHD Graphics 617,GPU,2018,14.0,15.0,188.0,1930.0,300,Intel,Intel,403.2,100.8,Low
AMD Radeon Vega 3 Embedded,GPU,2018,14.0,15.0,210.0,4940.0,300,GF,AMD,384.4,24.02,Low
AMD Radeon Vega 8,GPU,2018,14.0,65.0,210.0,4940.0,300,GF,AMD,1126.0,70.4,Low
AMD Radeon RX Vega 11,GPU,2018,14.0,65.0,210.0,4940.0,300,GF,AMD,1746.0,109.1,Low
Intel UHD Graphics 610,GPU,2018,14.0,15.0,188.0,1930.0,300,Intel,Intel,172.8,43.2,Low
AMD Radeon Vega 6 Embedded,GPU,2018,14.0,15.0,210.0,4940.0,300,GF,AMD,983.0,61.44,Low
Intel UHD Graphics 615,GPU,2018,14.0,15.0,188.0,1930.0,300,Intel,Intel,345.6,86.4,Low
Intel Iris Plus Graphics 655,GPU,2018,14.0,15.0,188.0,1930.0,300,Intel,Intel,806.4,201.6,Low
AMD Radeon Vega 6 Mobile,GPU,2018,14.0,15.0,210.0,4940.0,300,GF,AMD,845.6,52.85,Low
AMD Radeon Vega 3 Embedded,GPU,2018,14.0,15.0,210.0,4940.0,300,GF,AMD,384.4,24.02,Low
AMD A12-9800,CPU,2017,28.0,65.0,246.0,1178.0,3800,Unknown,AMD,2135.0,364.0,High
AMD A6-9550,CPU,2017,28.0,65.0,246.0,1178.0,3800,Unknown,AMD,2135.0,364.0,High
AMD Athlon X4 970,CPU,2017,28.0,65.0,246.0,1178.0,3800,Unknown,AMD,2135.0,364.0,High
Intel Core i5-7600K,CPU,2017,14.0,91.0,188.0,1930.0,3800,Intel,Intel,2135.0,364.0,High
